# RA = 11 04 27.31 (166.1138)
# Dec = +38 12 31.79 (38.20883)
# Redshift = 0.0
# nH = 1.92E20 cm^-2 
# BeppoSAX Spectra (Giommi et al. 2002) (id = 40)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.6930E17     0.0000E00    1.0164E-10   1.7025E-13    52797.913194    52798.462269
1.6930E17     0.0000E00    1.5706E-10   7.8310E-14    52037.386169    52037.830706
1.6930E17     0.0000E00    2.7032E-10   3.3056E-14    53683.76316    53684.455394
1.6930E17     0.0000E00    1.8999E-10   1.0455E-13    51861.922998    51862.4664
1.6930E17     0.0000E00    7.2157E-11   1.6811E-13    54230.671736    54230.753611
1.6930E17     0.0000E00    1.5267E-10   2.0476E-13    52983.891759    52984.190926
1.6930E17     0.0000E00    1.3188E-10   2.0922E-13    52791.557164    52792.0264
1.6930E17     0.0000E00    2.2725E-10   2.6021E-13    51689.181053    51689.389387
1.6930E17     0.0000E00    1.4302E-10   2.5676E-13    52592.874132    52592.984028
1.6930E17     0.0000E00    2.3803E-10   1.1960E-13    52957.677037    52958.240324
1.6930E17     0.0000E00    2.5354E-10   7.0000E-14    53883.089375    53883.888866
1.6930E17     0.0000E00    4.7521E-11   6.2475E-14    52399.188877    52399.386319
1.6930E17     0.0000E00    1.1798E-10   2.0314E-13    54228.613171    54228.839537
1.6930E17     0.0000E00    1.8112E-10   2.3299E-13    55319.325428    55319.408403
1.6930E17     0.0000E00    2.1977E-12   2.1328E-13    52592.874132    52592.984028
1.6930E17     0.0000E00    7.2734E-11   1.4607E-13    54230.412477    54230.494282
1.6930E17     0.0000E00    7.4847E-11   1.2528E-13    54230.542095    54230.623981
1.6930E17     0.0000E00    6.8294E-11   8.7757E-14    54230.167095    54230.364769
1.6930E17     0.0000E00    7.4927E-11   3.6008E-14    52398.701273    52399.127234
1.6930E17     0.0000E00    1.3379E-10   1.5436E-13    55512.889074    55512.98478
1.6930E17     0.0000E00    1.3982E-10   1.5243E-13    54976.171331    54976.277454
1.6930E17     0.0000E00    6.6381E-11   1.8339E-13    55893.978785    55894.11434
1.6930E17     0.0000E00    2.2954E-10   5.1601E-15    53131.110336    53131.822512
1.6930E17     0.0000E00    1.2077E-10   1.4989E-13    55514.884433    55514.980139
1.6930E17     0.0000E00    3.4391E-10   4.9046E-13    54617.109086    54617.209711
1.6930E17     0.0000E00    1.4826E-10   1.8570E-13    52593.032708    52593.142697
1.6930E17     0.0000E00    9.7944E-11   1.5963E-13    52611.001539    52611.111296
1.6930E17     0.0000E00    3.2642E-11   3.1137E-13    55151.754977    55151.849525
1.6930E17     0.0000E00    6.8821E-12   5.6213E-13    52792.060475    52792.271771
# XMM3DR5 (0.2-0.5 keV) (id = 25)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
7.2540E16     0.0000E00    8.9053E-11   1.5651E-13    52609.958426    52610.778715
7.2540E16     0.0000E00    1.7948E-10   6.0339E-14    52592.01941    52592.828148
7.2540E16     0.0000E00    5.6997E-12   2.9984E-14    52592.01941    52592.828148
7.2540E16     0.0000E00    1.8564E-10   2.5439E-13    54792.608796    54792.714919
7.2540E16     0.0000E00    2.3481E-10   3.6053E-13    55151.754977    55151.849525
7.2540E16     0.0000E00    9.7074E-11   1.7192E-13    52610.833588    52610.943426
7.2540E16     0.0000E00    1.5739E-10   2.7600E-13    54228.33772    54228.597118
7.2540E16     0.0000E00    1.4024E-10   2.7834E-13    55698.443947    55698.555856
7.2540E16     0.0000E00    1.3441E-10   1.2547E-13    51849.997523    51850.428669
7.2540E16     0.0000E00    2.2721E-10   9.7441E-13    52792.060475    52792.271771
7.2540E16     0.0000E00    1.5715E-10   3.3214E-13    52797.913194    52798.462269
7.2540E16     0.0000E00    1.7960E-10   1.5493E-13    52037.386169    52037.830706
7.2540E16     0.0000E00    3.5220E-10   2.1273E-13    53683.76316    53684.455394
7.2540E16     0.0000E00    2.4291E-10   9.3220E-14    51861.922998    51862.4664
7.2540E16     0.0000E00    8.5759E-11   1.9108E-13    54230.671736    54230.753611
7.2540E16     0.0000E00    1.8323E-10   3.4675E-13    52983.891759    52984.190926
7.2540E16     0.0000E00    1.6900E-10   1.9117E-13    52791.557164    52792.0264
7.2540E16     0.0000E00    2.9844E-10   4.7282E-13    51689.181053    51689.389387
7.2540E16     0.0000E00    1.6948E-10   3.2983E-13    52592.874132    52592.984028
7.2540E16     0.0000E00    2.5567E-10   1.3581E-13    52957.677037    52958.240324
7.2540E16     0.0000E00    2.6206E-10   4.1320E-15    53883.089375    53883.888866
7.2540E16     0.0000E00    7.0938E-11   1.0314E-13    52399.188877    52399.386319
7.2540E16     0.0000E00    1.5399E-10   3.2444E-13    54228.613171    54228.839537
7.2540E16     0.0000E00    2.3369E-10   4.2003E-13    55319.325428    55319.408403
7.2540E16     0.0000E00    8.4985E-12   2.4060E-13    52592.874132    52592.984028
7.2540E16     0.0000E00    8.8626E-11   1.9452E-13    54230.412477    54230.494282
7.2540E16     0.0000E00    8.8849E-11   2.0286E-13    54230.542095    54230.623981
7.2540E16     0.0000E00    8.3021E-11   1.4752E-13    54230.167095    54230.364769
7.2540E16     0.0000E00    9.7888E-11   1.3260E-13    52398.701273    52399.127234
7.2540E16     0.0000E00    1.6860E-10   2.8883E-13    55512.889074    55512.98478
7.2540E16     0.0000E00    1.6375E-10   1.3337E-13    54976.171331    54976.277454
7.2540E16     0.0000E00    1.0196E-10   3.6941E-13    55893.978785    55894.11434
7.2540E16     0.0000E00    2.3020E-10   1.5554E-13    53131.110336    53131.822512
7.2540E16     0.0000E00    1.6789E-10   2.8014E-13    55514.884433    55514.980139
7.2540E16     0.0000E00    3.8746E-10   6.1029E-13    54617.109086    54617.209711
7.2540E16     0.0000E00    1.6939E-10   2.7945E-13    52593.032708    52593.142697
7.2540E16     0.0000E00    1.0384E-10   2.0210E-13    52611.001539    52611.111296
7.2540E16     0.0000E00    3.3254E-11   6.1769E-13    55151.754977    55151.849525
7.2540E16     0.0000E00    1.1414E-11   1.0751E-12    52792.060475    52792.271771
# XMMSL1D6(2-12 keV) (id = 24)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.1850E18     0.0000E00    3.8509E-10   2.4028E-11    53872.646725    53872.714676
# XMMSL1D6(0.2-2 keV) (id = 23)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.5230E17     0.0000E00    1.7959E-10   5.0765E-12    53872.646725    53872.714676
# XMMSL1D6(0.2-12 keV) (id = 22)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
3.7480E17     0.0000E00    2.8268E-10   7.2055E-12    53872.646725    53872.714676
# WGACAT2 (id = 21)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4200E17     0.0000E00    7.3258E-11   2.6439E-13    49297.334005    49297.0
2.4200E17     0.0000E00    1.0796E-10   3.8557E-13    49111.821366    49112.106458
2.4200E17     0.0000E00    1.1126E-10   2.6439E-13    49142.342257    49142.975035
# WFCCAT FULL (id = 20)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.0810E18     0.0000E00    1.0823E-10   4.2894E-12    51159.61515    51161.677361
1.0810E18     0.0000E00    1.3692E-10   1.6605E-11    50999.819826    51001.697373
1.0810E18     0.0000E00    2.5651E-10   8.8039E-12    51148.206389    51149.067196
1.0810E18     0.0000E00    7.7125E-11   8.8525E-12    51715.462558    51716.316008
1.0810E18     0.0000E00    1.8004E-10   7.5712E-12    51150.277905    51151.34086
1.0810E18     0.0000E00    7.6127E-11   7.0383E-12    50789.813067    50790.597281
1.0810E18     0.0000E00    1.3642E-10   1.6872E-11    50974.535706    50974.89905
1.0810E18     0.0000E00    1.1429E-10   1.8502E-11    52051.393171    52052.651389
1.0810E18     0.0000E00    6.0259E-11   5.2936E-12    51336.61941    51337.538454
1.0810E18     0.0000E00    2.3380E-10   7.9553E-12    51353.247627    51353.760189
1.0810E18     0.0000E00    1.7195E-10   2.8510E-11    50994.682083    50996.607789
1.0810E18     0.0000E00    1.2909E-10   2.0682E-11    51692.867812    51693.521542
1.0810E18     0.0000E00    2.9056E-10   8.6494E-12    51151.412512    51153.615301
1.0810E18     0.0000E00    2.4239E-10   8.6402E-12    51354.108113    51355.176645
1.0810E18     0.0000E00    2.1059E-10   8.2343E-12    50990.209977    50991.254691
1.0810E18     0.0000E00    1.4655E-10   2.0037E-11    51112.028611    51112.905855
1.0810E18     0.0000E00    1.7432E-10   9.6548E-12    50763.647928    50764.62512
1.0810E18     0.0000E00    6.5096E-11   5.5199E-12    50825.578264    50826.550315
1.0810E18     0.0000E00    1.0340E-10   8.2230E-12    51334.337361    51336.540706
1.0810E18     0.0000E00    3.9953E-11   5.1983E-12    50438.013044    50438.405111
1.0810E18     0.0000E00    3.7692E-10   1.3946E-11    50982.365405    50982.994279
1.0810E18     0.0000E00    2.1075E-10   7.0927E-12    51353.247627    51354.034874
1.0810E18     0.0000E00    8.4567E-11   6.9426E-12    52056.214468    52056.682947
1.0810E18     0.0000E00    1.4774E-10   4.9037E-12    52052.739259    52056.200185
1.0810E18     0.0000E00    1.2655E-10   1.3294E-11    51684.489317    51687.184155
1.0810E18     0.0000E00    5.4614E-11   6.1859E-12    50806.605613    50808.403935
1.0810E18     0.0000E00    1.6729E-10   5.6542E-12    50970.127431    50974.053137
1.0810E18     0.0000E00    1.4339E-10   1.7339E-11    51706.379572    51708.61853
1.0810E18     0.0000E00    8.1003E-11   5.1172E-12    52061.528472    52065.333264
1.0810E18     0.0000E00    2.5972E-10   8.0613E-12    51701.965625    51703.012581
1.0810E18     0.0000E00    1.1380E-10   7.1126E-12    52067.421377    52071.989734
# WFCCAT (id = 19)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
5.7550E17     0.0000E00    1.3755E-10   5.8184E-12    51159.61515    51161.677361
9.2370E17     0.0000E00    1.1621E-10   5.6182E-12    51159.61515    51161.677361
1.3810E18     0.0000E00    9.5393E-11   7.1959E-12    51159.61515    51161.677361
2.1230E18     0.0000E00    6.5507E-11   1.0710E-11    51159.61515    51161.677361
5.7550E17     0.0000E00    1.3126E-10   2.1859E-11    50999.819826    51001.697373
9.2370E17     0.0000E00    1.2506E-10   1.9284E-11    50999.819826    51001.697373
1.3810E18     0.0000E00    1.2674E-10   2.2973E-11    50999.819826    51001.697373
2.1230E18     0.0000E00    1.0228E-10   3.9440E-11    50999.819826    51001.697373
5.7550E17     0.0000E00    2.3165E-10   1.2523E-11    51148.206389    51149.067196
9.2370E17     0.0000E00    2.5066E-10   1.2697E-11    51148.206389    51149.067196
1.3810E18     0.0000E00    2.2613E-10   1.3453E-11    51148.206389    51149.067196
2.1230E18     0.0000E00    2.6508E-10   2.1877E-11    51148.206389    51149.067196
5.7550E17     0.0000E00    5.2434E-11   1.4615E-11    51715.462558    51716.316008
9.2370E17     0.0000E00    6.4045E-11   1.1280E-11    51715.462558    51716.316008
1.3810E18     0.0000E00    7.7957E-11   1.1160E-11    51715.462558    51716.316008
2.1230E18     0.0000E00    4.7351E-11   1.9376E-11    51715.462558    51716.316008
5.7550E17     0.0000E00    2.0440E-10   1.0542E-11    51150.277905    51151.34086
9.2370E17     0.0000E00    1.9171E-10   1.0266E-11    51150.277905    51151.34086
1.3810E18     0.0000E00    1.5292E-10   1.2784E-11    51150.277905    51151.34086
2.1230E18     0.0000E00    1.6540E-10   2.0870E-11    51150.277905    51151.34086
6.0210E17     0.0000E00    8.7854E-11   1.0790E-11    50789.813067    50790.597281
9.6480E17     0.0000E00    9.1582E-11   1.0184E-11    50789.813067    50790.597281
1.4480E18     0.0000E00    6.7911E-11   1.2820E-11    50789.813067    50790.597281
2.2310E18     0.0000E00    6.8699E-11   1.8185E-11    50789.813067    50790.597281
5.7550E17     0.0000E00    1.8505E-10   3.5769E-11    50974.535706    50974.89905
9.2370E17     0.0000E00    1.6246E-10   2.8861E-11    50974.535706    50974.89905
1.3810E18     0.0000E00    1.1062E-10   3.3328E-11    50974.535706    50974.89905
2.1230E18     0.0000E00    1.3341E-10   4.6741E-11    50974.535706    50974.89905
5.7550E17     0.0000E00    1.3916E-10   3.0758E-11    52051.393171    52052.651389
9.2370E17     0.0000E00    1.1525E-10   2.6448E-11    52051.393171    52052.651389
1.3810E18     0.0000E00    9.6374E-11   2.6962E-11    52051.393171    52052.651389
6.0210E17     0.0000E00    9.1042E-11   7.9736E-12    51336.61941    51337.538454
9.6480E17     0.0000E00    5.5939E-11   7.8060E-12    51336.61941    51337.538454
1.4480E18     0.0000E00    6.1457E-11   8.8554E-12    51336.61941    51337.538454
2.2310E18     0.0000E00    3.1852E-11   1.2781E-11    51336.61941    51337.538454
6.0210E17     0.0000E00    3.3336E-10   1.2482E-11    51353.247627    51353.760189
9.6480E17     0.0000E00    2.5784E-10   1.1065E-11    51353.247627    51353.760189
1.4480E18     0.0000E00    2.1958E-10   1.3424E-11    51353.247627    51353.760189
2.2310E18     0.0000E00    1.6845E-10   1.9498E-11    51353.247627    51353.760189
6.0210E17     0.0000E00    2.8416E-10   3.9781E-11    50994.682083    50996.607789
9.6480E17     0.0000E00    2.5010E-10   3.9564E-11    50994.682083    50996.607789
1.4480E18     0.0000E00    1.3700E-10   5.5611E-11    50994.682083    50996.607789
2.2310E18     0.0000E00    1.3246E-10   1.0162E-10    50994.682083    50996.607789
6.0210E17     0.0000E00    1.8121E-10   2.7477E-11    51692.867812    51693.521542
9.6480E17     0.0000E00    8.4819E-11   3.1044E-11    51692.867812    51693.521542
1.4480E18     0.0000E00    1.5754E-10   3.5643E-11    51692.867812    51693.521542
6.0210E17     0.0000E00    4.0478E-10   1.2528E-11    51151.412512    51153.615301
9.6480E17     0.0000E00    3.1078E-10   1.0954E-11    51151.412512    51153.615301
1.4480E18     0.0000E00    2.7224E-10   1.4152E-11    51151.412512    51153.615301
2.2310E18     0.0000E00    1.9629E-10   2.4753E-11    51151.412512    51153.615301
5.7550E17     0.0000E00    2.2562E-10   1.5213E-11    51354.108113    51355.176645
9.2370E17     0.0000E00    2.4155E-10   1.0656E-11    51354.108113    51355.176645
1.3810E18     0.0000E00    2.2018E-10   1.1916E-11    51354.108113    51355.176645
2.1230E18     0.0000E00    1.6362E-10   1.7502E-11    51354.108113    51355.176645
5.7550E17     0.0000E00    2.5477E-10   1.4028E-11    50990.209977    50991.254691
9.2370E17     0.0000E00    2.2352E-10   1.2053E-11    50990.209977    50991.254691
1.3810E18     0.0000E00    1.8231E-10   1.4885E-11    50990.209977    50991.254691
2.1230E18     0.0000E00    1.6890E-10   1.9390E-11    50990.209977    50991.254691
6.0210E17     0.0000E00    1.7088E-10   2.9409E-11    51112.028611    51112.905855
9.6480E17     0.0000E00    1.0501E-10   2.6508E-11    51112.028611    51112.905855
1.4480E18     0.0000E00    1.6761E-10   3.5105E-11    51112.028611    51112.905855
2.2310E18     0.0000E00    1.0717E-10   5.8575E-11    51112.028611    51112.905855
6.0210E17     0.0000E00    2.2627E-10   1.6757E-11    50763.647928    50764.62512
9.6480E17     0.0000E00    2.0261E-10   1.3531E-11    50763.647928    50764.62512
1.4480E18     0.0000E00    1.6358E-10   1.6184E-11    50763.647928    50764.62512
2.2310E18     0.0000E00    1.1923E-10   2.6755E-11    50763.647928    50764.62512
6.0210E17     0.0000E00    9.4704E-11   9.7861E-12    50825.578264    50826.550315
9.6480E17     0.0000E00    7.7569E-11   7.9445E-12    50825.578264    50826.550315
1.4480E18     0.0000E00    6.1644E-11   9.8345E-12    50825.578264    50826.550315
2.2310E18     0.0000E00    4.7907E-11   1.4967E-11    50825.578264    50826.550315
5.7550E17     0.0000E00    1.2666E-10   1.2739E-11    51334.337361    51336.540706
9.2370E17     0.0000E00    1.2251E-10   1.2593E-11    51334.337361    51336.540706
1.3810E18     0.0000E00    8.6899E-11   1.4523E-11    51334.337361    51336.540706
2.1230E18     0.0000E00    6.7604E-11   2.3818E-11    51334.337361    51336.540706
5.7550E17     0.0000E00    5.1969E-11   8.5232E-12    50438.013044    50438.405111
9.2370E17     0.0000E00    3.0210E-11   7.2776E-12    50438.013044    50438.405111
1.3810E18     0.0000E00    4.0694E-11   8.3821E-12    50438.013044    50438.405111
2.1230E18     0.0000E00    4.5951E-11   1.2557E-11    50438.013044    50438.405111
5.7550E17     0.0000E00    3.5848E-10   2.2157E-11    50982.365405    50982.994279
9.2370E17     0.0000E00    3.4623E-10   2.0243E-11    50982.365405    50982.994279
1.3810E18     0.0000E00    3.6567E-10   2.2440E-11    50982.365405    50982.994279
2.1230E18     0.0000E00    2.6693E-10   3.4430E-11    50982.365405    50982.994279
6.0210E17     0.0000E00    3.1180E-10   1.1520E-11    51353.247627    51354.034874
9.6480E17     0.0000E00    2.3334E-10   9.3084E-12    51353.247627    51354.034874
1.4480E18     0.0000E00    1.9659E-10   1.1571E-11    51353.247627    51354.034874
2.2310E18     0.0000E00    1.4405E-10   1.7007E-11    51353.247627    51354.034874
5.7550E17     0.0000E00    1.0838E-10   1.1504E-11    52056.214468    52056.682947
9.2370E17     0.0000E00    7.4557E-11   1.0079E-11    52056.214468    52056.682947
1.3810E18     0.0000E00    7.8993E-11   1.0919E-11    52056.214468    52056.682947
2.1230E18     0.0000E00    7.3064E-11   1.9650E-11    52056.214468    52056.682947
5.7550E17     0.0000E00    1.4397E-10   7.9205E-12    52052.739259    52056.200185
9.2370E17     0.0000E00    1.4145E-10   5.1035E-12    52052.739259    52056.200185
1.3810E18     0.0000E00    1.3490E-10   5.6419E-12    52052.739259    52056.200185
2.1230E18     0.0000E00    1.0112E-10   8.9458E-12    52052.739259    52056.200185
6.0210E17     0.0000E00    2.1259E-10   2.2384E-11    51684.489317    51687.184155
9.6480E17     0.0000E00    1.7001E-10   2.0817E-11    51684.489317    51687.184155
1.4480E18     0.0000E00    1.0703E-10   2.2542E-11    51684.489317    51687.184155
5.7550E17     0.0000E00    8.7388E-11   8.8117E-12    50806.605613    50808.403935
9.2370E17     0.0000E00    5.0609E-11   9.0540E-12    50806.605613    50808.403935
1.3810E18     0.0000E00    4.9480E-11   1.0699E-11    50806.605613    50808.403935
2.1230E18     0.0000E00    2.7281E-11   1.8862E-11    50806.605613    50808.403935
6.0210E17     0.0000E00    2.5283E-10   8.8181E-12    50970.127431    50974.053137
9.6480E17     0.0000E00    1.8218E-10   8.1964E-12    50970.127431    50974.053137
1.4480E18     0.0000E00    1.5838E-10   1.0251E-11    50970.127431    50974.053137
2.2310E18     0.0000E00    1.1949E-10   1.7928E-11    50970.127431    50974.053137
5.7550E17     0.0000E00    2.9772E-10   3.7791E-11    51706.379572    51708.61853
9.2370E17     0.0000E00    1.7680E-10   2.6667E-11    51706.379572    51708.61853
1.3810E18     0.0000E00    1.1608E-10   2.7888E-11    51706.379572    51708.61853
2.1230E18     0.0000E00    1.2502E-10   4.9641E-11    51706.379572    51708.61853
5.7550E17     0.0000E00    1.0516E-10   9.5701E-12    52061.528472    52065.333264
9.2370E17     0.0000E00    7.9992E-11   5.9586E-12    52061.528472    52065.333264
1.3810E18     0.0000E00    7.3399E-11   6.3074E-12    52061.528472    52065.333264
2.1230E18     0.0000E00    7.2915E-11   1.0748E-11    52061.528472    52065.333264
6.0210E17     0.0000E00    2.8772E-10   1.1227E-11    51701.965625    51703.012581
9.6480E17     0.0000E00    2.6787E-10   9.2520E-12    51701.965625    51703.012581
1.4480E18     0.0000E00    2.4783E-10   1.0569E-11    51701.965625    51703.012581
2.2310E18     0.0000E00    2.2353E-10   1.5692E-11    51701.965625    51703.012581
5.7550E17     0.0000E00    9.4703E-11   1.3228E-11    52067.421377    52071.989734
9.2370E17     0.0000E00    1.0576E-10   6.8761E-12    52067.421377    52071.989734
1.3810E18     0.0000E00    1.0516E-10   6.4476E-12    52067.421377    52071.989734
2.1230E18     0.0000E00    8.6213E-11   9.2868E-12    52067.421377    52071.989734
# SAXMECS (id = 18)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
7.2540E17     0.0000E00    3.7900E-10   4.3263E-13    51673.172917    51676.296262
7.2540E17     0.0000E00    4.9122E-10   1.0365E-12    51662.980185    51663.966956
7.2540E17     0.0000E00    1.7125E-10   4.9573E-13    50986.303021    50987.098519
7.2540E17     0.0000E00    4.5517E-10   9.4638E-13    51664.333623    51667.092384
7.2540E17     0.0000E00    8.6527E-11   1.8477E-13    51302.761759    51306.14015
7.2540E17     0.0000E00    4.7770E-10   9.9148E-13    51661.891146    51662.968588
7.2540E17     0.0000E00    1.3204E-10   4.3264E-13    50926.020012    50927.275741
7.2540E17     0.0000E00    2.2082E-10   5.8587E-13    50924.083264    50925.134583
# RXS2CAT (id = 17)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4200E17     0.0000E00    1.9462E-10   1.8441E-12    48104.0    48499.0
# RASS (id = 16)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4200E17     0.0000E00    1.5161E-10   1.6245E-12    47892.5    48257.5
# IPCSLEW (id = 15)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4200E17     0.0000E00    4.3169E-11   2.8265E-12    43813.5    44695.5
# IPC (id = 14)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4200E17     0.0000E00    2.0777E-11   7.6749E-13    43813.5    44695.5
2.4200E17     0.0000E00    4.3364E-11   5.3705E-13    43813.5    44695.5
2.4200E17     0.0000E00    5.1496E-11   6.6989E-13    43813.5    44695.5
# CMA (id = 13)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
7.6460E16     0.0000E00    1.9528E-11   2.3864E-12    46069.695312    46069.695312
7.6460E16     0.0000E00    4.2987E-11   3.0090E-12    46069.636719    46069.636719
7.6460E16     0.0000E00    7.7070E-12   2.8853E-12    45732.605469    45732.605469
7.6460E16     0.0000E00    6.6063E-11   3.8385E-12    46069.609375    46069.609375
7.6460E16     0.0000E00    1.9313E-11   2.3295E-12    45734.605469    45734.605469
7.6460E16     0.0000E00    5.7208E-11   2.9924E-12    45734.539062    45734.539062
7.6460E16     0.0000E00    3.7735E-11   2.0560E-12    45734.558594    45734.558594
7.6460E16     0.0000E00    6.7407E-11   2.8032E-12    45731.472656    45731.472656
7.6460E16     0.0000E00    6.5125E-11   2.6696E-12    45736.050781    45736.050781
7.6460E16     0.0000E00    4.3497E-11   1.8299E-12    45731.511719    45731.511719
7.6460E16     0.0000E00    4.0804E-11   2.2507E-12    45736.089844    45736.089844
7.6460E16     0.0000E00    1.7585E-11   3.7135E-12    45732.582031    45732.582031
7.6460E16     0.0000E00    1.8670E-11   3.0535E-12    45736.132812    45736.132812
7.6460E16     0.0000E00    6.3505E-11   2.6198E-12    46197.675781    46197.675781
7.6460E16     0.0000E00    1.5104E-10   6.0697E-12    46039.808594    46039.808594
7.6460E16     0.0000E00    7.7289E-11   4.7162E-12    46039.882812    46039.882812
7.6460E16     0.0000E00    1.2029E-10   4.8061E-12    46039.832031    46039.832031
7.6460E16     0.0000E00    2.6800E-11   2.0942E-12    45732.546875    45732.546875
7.6460E16     0.0000E00    7.0050E-11   3.4097E-12    46037.96875    46037.96875
7.6460E16     0.0000E00    4.1803E-11   1.7846E-12    46192.007812    46192.007812
7.6460E16     0.0000E00    4.4330E-11   2.0604E-12    45732.496094    45732.496094
7.6460E16     0.0000E00    5.6970E-11   2.0894E-12    46191.929688    46191.929688
7.6460E16     0.0000E00    1.6290E-11   1.6275E-12    46192.105469    46192.105469
7.6460E16     0.0000E00    8.8424E-11   3.7374E-12    46036.746094    46036.746094
7.6460E16     0.0000E00    2.0762E-11   1.9378E-12    46183.96875    46183.96875
7.6460E16     0.0000E00    1.1750E-10   4.7798E-12    46036.71875    46036.71875
7.6460E16     0.0000E00    4.2014E-11   1.9360E-12    46183.890625    46183.890625
7.6460E16     0.0000E00    6.6371E-11   2.3795E-12    46196.875    46196.875
7.6460E16     0.0000E00    5.6715E-11   3.9900E-12    46036.792969    46036.792969
7.6460E16     0.0000E00    1.8151E-11   1.8155E-12    46206.710938    46206.710938
7.6460E16     0.0000E00    5.7630E-11   2.1113E-12    46183.8125    46183.8125
7.6460E16     0.0000E00    4.5343E-11   1.9979E-12    46196.960938    46196.960938
7.6460E16     0.0000E00    3.7041E-11   1.8300E-12    46206.628906    46206.628906
7.6460E16     0.0000E00    2.5123E-11   2.6275E-12    46177.386719    46177.386719
7.6460E16     0.0000E00    7.4664E-11   2.6355E-12    46177.230469    46177.230469
7.6460E16     0.0000E00    1.1441E-10   4.0946E-12    46037.859375    46037.859375
7.6460E16     0.0000E00    5.6509E-11   2.4843E-12    46177.3125    46177.3125
7.6460E16     0.0000E00    1.4992E-10   5.6907E-12    46037.824219    46037.824219
7.6460E16     0.0000E00    5.2146E-11   1.9469E-12    46206.546875    46206.546875
7.6460E16     0.0000E00    1.8638E-11   1.9370E-12    46197.046875    46197.046875
# ARIEL3A (id = 12)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
8.3760E17     0.0000E00    2.7140E-10   1.6962E-11 0.0   0.0
8.3760E17     0.0000E00    3.7105E-11   2.4737E-12 0.0   0.0
# 1SXPS(2—10 keV) (id = 11)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.0810E18     0.0000E00    3.3431E-10   7.9522E-12    53647.181157    54416.616076
# 1SXPS(1-2keV) (id = 10)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
3.4190E17     0.0000E00    5.0529E-10   7.8909E-12    53647.181157    54416.616076
# 1SXPS(0.3—10 keV) (id = 9)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
4.1880E17     0.0000E00    5.2113E-10   4.4025E-12    53647.181157    54416.616076
# 1SXPS(0.3-1keV) (id = 8)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.3250E17     0.0000E00    5.4379E-10   6.5160E-12    53647.181157    54416.616076
# USNO A2.0 (id = 7)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
4.6880E14     0.0000E00    2.7510E-09   2.6541E-10 0.0   0.0
6.8180E14     0.0000E00    1.2679E-10   1.2232E-11 0.0   0.0
# SDSS7 (id = 6)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
8.4510E14     0.0000E00    3.7215E-11   1.9602E-13 0.0   0.0
